Program,Year,State,State ANSI,County,County ANSI,FIPS,Commodity,Data Item,Value
SURVEY,1993,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",18
SURVEY,1993,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.1
SURVEY,1993,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",14.1
SURVEY,1992,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",94
SURVEY,1992,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",954
SURVEY,1992,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2590
SURVEY,1992,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33.5
SURVEY,1992,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68
SURVEY,1992,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",436
SURVEY,1992,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25
SURVEY,1992,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",72.4
SURVEY,1992,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21.1
SURVEY,1991,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84.9
SURVEY,1991,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",805
SURVEY,1991,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2280
SURVEY,1991,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25.2
SURVEY,1991,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83
SURVEY,1991,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",480
SURVEY,1991,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",19
SURVEY,1991,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.6
SURVEY,1991,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25.1
SURVEY,1990,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.3
SURVEY,1990,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",520
SURVEY,1990,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",1305
SURVEY,1990,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",15.8
SURVEY,1990,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50
SURVEY,1990,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",384
SURVEY,1990,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",20
SURVEY,1990,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",61.9
SURVEY,1990,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",18.2
SURVEY,1989,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.5
SURVEY,1989,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",712
SURVEY,1989,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2715
SURVEY,1989,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29.8
SURVEY,1989,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73
SURVEY,1989,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",167
SURVEY,1989,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,1989,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.4
SURVEY,1989,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25.5
SURVEY,1988,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.5
SURVEY,1988,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",557
SURVEY,1988,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2610
SURVEY,1988,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",27.5
SURVEY,1988,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58
SURVEY,1988,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",240
SURVEY,1988,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",15
SURVEY,1988,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.6
SURVEY,1988,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.1
SURVEY,1987,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",79.6
SURVEY,1987,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",772
SURVEY,1987,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2840
SURVEY,1987,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25.1
SURVEY,1987,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",44
SURVEY,1987,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",223
SURVEY,1987,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",19
SURVEY,1987,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.8
SURVEY,1987,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21.1
SURVEY,1986,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60.9
SURVEY,1986,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",488
SURVEY,1986,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2900
SURVEY,1986,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23.1
SURVEY,1986,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45
SURVEY,1986,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21
SURVEY,1986,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.3
SURVEY,1986,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",15.8
SURVEY,1985,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.6
SURVEY,1985,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",736
SURVEY,1985,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3345
SURVEY,1985,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28.1
SURVEY,1985,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",66
SURVEY,1985,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",202
SURVEY,1985,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",19
SURVEY,1985,NORTH CAROLINA,37,GASTON,71,37071,SWEET POTATOES,"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",100
SURVEY,1985,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",69.1
SURVEY,1985,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22.4
SURVEY,1984,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.9
SURVEY,1984,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",905
SURVEY,1984,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3620
SURVEY,1984,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25.8
SURVEY,1984,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87
SURVEY,1984,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",340
SURVEY,1984,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22
SURVEY,1984,NORTH CAROLINA,37,GASTON,71,37071,SWEET POTATOES,"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",120
SURVEY,1984,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.5
SURVEY,1984,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",21.2
SURVEY,1983,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",73.1
SURVEY,1983,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",549
SURVEY,1983,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2725
SURVEY,1983,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22.3
SURVEY,1983,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",27
SURVEY,1983,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",213
SURVEY,1983,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",15
SURVEY,1983,NORTH CAROLINA,37,GASTON,71,37071,SWEET POTATOES,"SWEET POTATOES - YIELD, MEASURED IN CWT / ACRE",110
SURVEY,1983,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.1
SURVEY,1983,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",18.3
SURVEY,1982,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76.5
SURVEY,1982,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",763
SURVEY,1982,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3165
SURVEY,1982,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",30.7
SURVEY,1982,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91
SURVEY,1982,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",490
SURVEY,1982,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",16
SURVEY,1982,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.6
SURVEY,1982,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.1
SURVEY,1981,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.1
SURVEY,1981,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",583
SURVEY,1981,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",2965
SURVEY,1981,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22.2
SURVEY,1981,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",60
SURVEY,1981,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",391
SURVEY,1981,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",19
SURVEY,1981,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.1
SURVEY,1981,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.2
SURVEY,1980,GEORGIA,13,COLQUITT,71,13071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.4
SURVEY,1980,GEORGIA,13,COLQUITT,71,13071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",419
SURVEY,1980,GEORGIA,13,COLQUITT,71,13071,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",1980
SURVEY,1980,GEORGIA,13,COLQUITT,71,13071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",16.3
SURVEY,1980,NORTH CAROLINA,37,GASTON,71,37071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37
SURVEY,1980,NORTH CAROLINA,37,GASTON,71,37071,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",233
SURVEY,1980,NORTH CAROLINA,37,GASTON,71,37071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",13
SURVEY,1980,SOUTH CAROLINA,45,NEWBERRY,71,45071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.4
SURVEY,1980,SOUTH CAROLINA,45,NEWBERRY,71,45071,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",12.4
SURVEY,2017,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.7
SURVEY,2017,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1029
SURVEY,2017,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4873
SURVEY,2017,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.8
SURVEY,2016,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148
SURVEY,2016,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",741
SURVEY,2016,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4125
SURVEY,2016,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40.2
SURVEY,2016,SOUTH CAROLINA,45,OCONEE,73,45073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",33.6
SURVEY,2015,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.9
SURVEY,2015,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",774
SURVEY,2015,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3438
SURVEY,2015,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",35.7
SURVEY,2015,SOUTH CAROLINA,45,OCONEE,73,45073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.7
SURVEY,2015,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.6
SURVEY,2014,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158.5
SURVEY,2014,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1179
SURVEY,2014,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4823
SURVEY,2014,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.4
SURVEY,2014,SOUTH CAROLINA,45,OCONEE,73,45073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.2
SURVEY,2014,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39.8
SURVEY,2013,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",149
SURVEY,2013,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",968
SURVEY,2013,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4458
SURVEY,2013,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.8
SURVEY,2013,SOUTH CAROLINA,45,OCONEE,73,45073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.8
SURVEY,2013,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.8
SURVEY,2012,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.4
SURVEY,2012,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",1066
SURVEY,2012,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4385
SURVEY,2012,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.4
SURVEY,2012,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
SURVEY,2011,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62
SURVEY,2011,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",527
SURVEY,2011,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3981
SURVEY,2011,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.8
SURVEY,2011,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",18.6
SURVEY,2010,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77
SURVEY,2010,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",791
SURVEY,2010,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3474
SURVEY,2010,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",31.6
SURVEY,2009,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121
SURVEY,2009,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",974
SURVEY,2009,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4290
SURVEY,2009,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.5
SURVEY,2009,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32
SURVEY,2008,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91
SURVEY,2008,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",727
SURVEY,2008,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",4305
SURVEY,2008,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",35
SURVEY,2008,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",13
SURVEY,2007,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",76
SURVEY,2007,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",852
SURVEY,2007,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3785
SURVEY,2007,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",30
SURVEY,2007,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,2006,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127
SURVEY,2006,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",699
SURVEY,2006,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3880
SURVEY,2006,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",35
SURVEY,2006,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",32
SURVEY,2005,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109
SURVEY,2005,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",894
SURVEY,2005,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3735
SURVEY,2005,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37
SURVEY,2004,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127
SURVEY,2004,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",916
SURVEY,2004,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3960
SURVEY,2004,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40
SURVEY,2003,NORTH CAROLINA,37,GATES,73,37073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102
SURVEY,2003,NORTH CAROLINA,37,GATES,73,37073,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",747
SURVEY,2003,NORTH CAROLINA,37,GATES,73,37073,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",3765
SURVEY,2003,NORTH CAROLINA,37,GATES,73,37073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",35
SURVEY,2003,SOUTH CAROLINA,45,OCONEE,73,45073,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28
